"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","OD1","REM"
"99733899999","2020-01-01T00:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0017,1","-0050,1","99999,9","5,99,0144,1,999","SYN046CHII2 46/// /2625 11017 21050 92350 333 91228="
"99733899999","2020-01-01T01:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0017,1","-0046,1","99999,9","5,99,0118,1,999","SYN046CHII2 46/// /2720 11017 21046 90040 333 91223="
"99733899999","2020-01-01T02:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0098,1","99999,9,9,N","999999,9,9,9","-0015,1","-0041,1","99999,9","5,99,0113,1,999","SYN046CHII2 46/// /2719 11015 21041 90150 333 91222="
"99733899999","2020-01-01T03:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0016,1","-0041,1","99999,9","5,99,0113,1,999","SYN046CHII2 46/// /2718 11016 21041 90250 333 91222="
"99733899999","2020-01-01T04:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0015,1","-0037,1","99999,9","5,99,0108,1,999","SYN046CHII2 46/// /2617 11015 21037 90350 333 91221="
"99733899999","2020-01-01T05:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0017,1","-0035,1","99999,9","5,99,0103,1,999","SYN046CHII2 46/// /2717 11017 21035 90450 333 91220="
"99733899999","2020-01-01T06:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0020,1","-0035,1","99999,9","5,99,0082,1,999","SYN046CHII2 46/// /2714 11020 21035 90550 333 91216="
"99733899999","2020-01-01T07:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0026,1","-0040,1","99999,9","5,99,0098,1,999","SYN046CHII2 46/// /2617 11026 21040 90650 333 91219="
"99733899999","2020-01-01T08:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0030,1","-0044,1","99999,9","5,99,0088,1,999","SYN046CHII2 46/// /2615 11030 21044 90750 333 91217="
"99733899999","2020-01-01T09:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0033,1","-0048,1","99999,9","5,99,0082,1,999","SYN046CHII2 46/// /2614 11033 21048 90850 333 91216="
"99733899999","2020-01-01T10:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0035,1","-0050,1","99999,9","5,99,0077,1,999","SYN046CHII2 46/// /2513 11035 21050 90950 333 91215="
"99733899999","2020-01-01T11:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","240,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0036,1","-0049,1","99999,9","5,99,0088,1,999","SYN046CHII2 46/// /2415 11036 21049 91050 333 91217="
"99733899999","2020-01-01T12:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","250,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0037,1","-0054,1","99999,9","5,99,0082,1,999","SYN046CHII2 46/// /2513 11037 21054 91150 333 91216="
"99733899999","2020-01-01T13:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","250,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0035,1","-0058,1","99999,9","5,99,0082,1,999","SYN046CHII2 46/// /2515 11035 21058 91250 333 91216="
"99733899999","2020-01-01T14:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","230,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0025,1","-0057,1","99999,9","5,99,0082,1,999","SYN046CHII2 46/// /2315 11025 21057 91350 333 91216="
"99733899999","2020-01-01T15:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","210,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0027,1","-0042,1","99999,9","5,99,0113,1,999","SYN046CHII2 46/// /2120 11027 21042 91450 333 91222="
"99733899999","2020-01-01T16:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0018,1","-0040,1","99999,9","5,99,0098,1,999","SYN046CHII2 46/// /2018 11018 21040 91550 333 91219="
"99733899999","2020-01-01T17:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0093,1","99999,9,9,N","999999,9,9,9","+0000,1","-0039,1","99999,9","5,99,0098,1,999","SYN046CHII2 46/// /2018 10000 21039 91650 333 91219="
"99733899999","2020-01-01T18:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0093,1","99999,9,9,N","999999,9,9,9","+0018,1","-0044,1","99999,9","5,99,0108,1,999","SYN046CHII2 46/// /2018 10018 21044 91750 333 91221="
"99733899999","2020-01-01T19:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0088,1","99999,9,9,N","999999,9,9,9","+0027,1","-0034,1","99999,9","5,99,0103,1,999","SYN046CHII2 46/// /2017 10027 21034 91850 333 91220="
"99733899999","2020-01-01T20:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0103,1","99999,9,9,N","999999,9,9,9","+0038,1","-0022,1","99999,9","5,99,0113,1,999","SYN046CHII2 46/// /2020 10038 21022 91950 333 91222="
"99733899999","2020-01-01T21:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0118,1","99999,9,9,N","999999,9,9,9","+0045,1","-0008,1","99999,9","5,99,0134,1,999","SYN046CHII2 46/// /1923 10045 21008 92050 333 91226="
"99733899999","2020-01-01T22:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0129,1","99999,9,9,N","999999,9,9,9","+0052,1","+0000,1","99999,9","5,99,0154,1,999","SYN046CHII2 46/// /1925 10052 20000 92150 333 91230="
"99733899999","2020-01-01T23:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0118,1","99999,9,9,N","999999,9,9,9","+0053,1","+0006,1","99999,9","5,99,0129,1,999","SYN046CHII2 46/// /1923 10053 20006 92250 333 91225="
"99733899999","2020-01-02T00:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0124,1","99999,9,9,N","999999,9,9,9","+0054,1","+0007,1","99999,9","5,99,0139,1,999","SYN046CHII2 46/// /1924 10054 20007 92350 333 91227="
"99733899999","2020-01-02T01:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0139,1","99999,9,9,N","999999,9,9,9","+0059,1","+0007,1","99999,9","5,99,0160,1,999","SYN046CHII2 46/// /1927 10059 20007 90050 333 91231="
"99733899999","2020-01-02T02:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0160,1","99999,9,9,N","999999,9,9,9","+0062,1","+0002,1","99999,9","5,99,0180,1,999","SYN046CHII2 46/// /1931 10062 20002 90150 333 91235="
"99733899999","2020-01-02T03:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","200,1,N,0139,1","99999,9,9,N","999999,9,9,9","+0064,1","-0005,1","99999,9","5,99,0170,1,999","SYN046CHII2 46/// /2027 10064 21005 90250 333 91233="
"99733899999","2020-01-02T04:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","190,1,N,0144,1","99999,9,9,N","999999,9,9,9","+0062,1","-0012,1","99999,9","5,99,0160,1,999","SYN046CHII2 46/// /1928 10062 21012 90350 333 91231="
