Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,RESIDENTIAL,Unnamed: 10,Unnamed: 11,COMMERCIAL,Unnamed: 13,Unnamed: 14,INDUSTRIAL,Unnamed: 16,Unnamed: 17,TRANSPORTATION,Unnamed: 19,Unnamed: 20,TOTAL,Unnamed: 22,Unnamed: 23
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA_CODE,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2015,55,City of Aberdeen - (MS),A,Bundled,O,MS,Municipal,TVA,3895,35346,2624,4627,42794,659,6205,120761,2,0,0,0,14727,198901,3285
2015,59,City of Abbeville - (LA),A,Bundled,O,LA,Municipal,MISO,5966.6,57203,4576,4357.1,39545,1031,3631.8,42140,28,.,.,.,13955.5,138888,5635
2015,84,A & N Electric Coop,A,Bundled,O,MD,Cooperative,PJM,273.1,2207,268,69.8,538,44,0,0,0,0,0,0,342.9,2745,312
2015,84,A & N Electric Coop,A,Bundled,O,VA,Cooperative,PJM,44074.2,366441,30892,18209.2,161517,3931,16861.7,184580,8,0,0,0,79145.1,712538,34831
2015,97,Adams Electric Coop,A,Bundled,O,IL,Cooperative,MISO,16107,109511,8461,5384,52301,216,.,.,.,.,.,.,21491,161812,8677
2015,108,Adams-Columbia Electric Coop,A,Bundled,O,WI,Cooperative,MISO,41503,264033,33718,8677,70951,1892,13734,160500,885,.,.,.,63914,495484,36495
2015,113,"Agway Energy Services, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,26906.7,285911,36262,12377.3,150811,7409,0,0,0,0,0,0,39284,436722,43671
2015,113,"Agway Energy Services, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,68.8,1093,497,9,149,55,0,0,0,0,0,0,77.8,1242,552
2015,118,"Adams Rural Electric Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,13284,95480,7395,2089,18462,59,.,.,.,.,.,.,15373,113942,7454
2015,122,Village of Arcade - (NY),A,Bundled,O,NY,Municipal,NYIS,4117,75956,3601,2190,47607,570,1637,37908,15,.,.,.,7944,161471,4186
2015,123,City of Adel- (GA),A,Bundled,O,GA,Municipal,SOCO,3809,27194,1977,4782,33234,547,4616,51387,14,.,.,.,13207,111815,2538
2015,150,Adrian Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,741,6461,525,680,5974,106,82,600,2,0,0,0,1503,13035,633
2015,155,Agralite Electric Coop,A,Bundled,O,MN,Cooperative,MISO,9308,81732,4353,5206,76322,265,5844,70150,559,.,.,.,20358,228204,5177
2015,162,Aiken Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,78267,597598,43705,17018,132421,2711,13080,182684,16,.,.,.,108365,912703,46432
2015,176,Ajo Improvement Co,A,Bundled,O,AZ,Investor Owned,AZPS,482,4745,776,450.7,4650,209,69,780,1,.,.,.,1001.7,10175,986
2015,195,Alabama Power Co,A,Bundled,O,AL,Investor Owned,SOCO,2206679,18082378,1253875,1591526,14302682,198671,1436169,23380447,6056,.,.,.,5234374,55765507,1458602
2015,201,City of Alachua - (FL),A,Bundled,O,FL,Municipal,FPC,5545,43175,3736,9189,78355,745,.,.,.,.,.,.,14734,121530,4481
2015,207,City of Alameda,A,Bundled,O,CA,Municipal,CISO,19393.7,126691,30745,33143.9,221037,4428,.,.,.,.,.,.,52537.6,347728,35173
2015,213,Alaska Electric Light&Power Co,A,Bundled,O,AK,Investor Owned,,16530,139475,14292,11924,122347,2272,12912,136630,107,.,.,.,41366,398452,16671
2015,219,Alaska Power and Telephone Co,A,Bundled,O,AK,Investor Owned,,7478,25353,5413,10058,39482,2343,0,0,0,0,0,0,17536,64835,7756
2015,221,"Alaska Village Elec Coop, Inc",A,Bundled,O,AK,Cooperative,,22337.1,39493,7801,35547.4,73220,3078,0,0,0,0,0,0,57884.5,112713,10879
2015,230,Albany Water Gas & Light Comm,A,Bundled,O,GA,Municipal,SOCO,40258,370464,31473,60025,567526,5610,.,.,.,.,.,.,100283,937990,37083
2015,232,City of Albemarle - (NC),A,Bundled,O,NC,Municipal,DUK,17176,128975,9779,14248,130955,2206,2946,33581,14,0,0,0,34370,293511,11999
2015,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,23495,177374,11514,4142,36877,1113,526,6882,17,.,.,.,28163,221133,12644
2015,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,11492,120406,7818,17183,170720,2250,18681,277705,14,0,0,0,47356,568831,10082
2015,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,.,.,.,.,.,.,181561.2,4531775,1,.,.,.,181561.2,4531775,1
2015,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,24116,221050,14710,20134,172906,4158,12842,222297,6,0,0,0,57092,616253,18874
2015,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,6057,55505,5294,4221,28848,1011,4115,49643,67,.,.,.,14393,133996,6372
2015,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,7551.8,73791,7843,3644.5,36934,1638,13388.3,173796,202,.,.,.,24584.6,284521,9683
2015,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,377,4004,221,1026,8423,727,1855,28212,22,.,.,.,3258,40639,970
2015,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,4624,49323,2733,8081,69957,4734,62225,1153310,229,.,.,.,74930,1272590,7696
2015,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,31196,302676,19848,37998,371697,3270,2293,35761,420,.,.,.,71487,710134,23538
2015,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,9872,47303,9399,2058.4,13061,549,1978,14539,1,0,0,0,13908.4,74903,9949
2015,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,1452,11103,1647,1665.6,14365,350,1690.8,18273,3,0,0,0,4808.4,43741,2000
2015,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,8830,60545,5772,4721,35634,606,.,.,.,.,.,.,13551,96179,6378
2015,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,SWPP,3700,29240,3035,2831,25727,675,3334,55585,14,.,.,.,9865,110552,3724
2015,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,15821.1,110655,9443,1673,13657,510,.,.,.,.,.,.,17494.1,124312,9953
2015,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,4811.8,38856,4185,4836.3,41293,1030,2868.4,29093,12,.,.,.,12516.5,109242,5227
2015,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,11959,86699,13718,12454,104584,3945,9251,152062,4,0,0,0,33664,343345,17667
2015,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,32197,236206,18209,10012,83278,1807,6829,90306,203,0,0,0,49038,409790,20219
2015,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,11412.7,90203,8025,8285.2,70570,1213,1578.6,40868,2,.,.,.,21276.5,201641,9240
2015,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,895,7096,705,943,8465,180,6104,76841,1,0,0,0,7942,92402,886
2015,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,.,.,.,25742,868927,3,.,.,.,25742,868927,3
2015,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,4367,48648,2,.,.,.,4367,48648,2
2015,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,18158.5,161502,22810,26021,331119,2883,10144.5,139949,6,.,.,.,54324,632570,25699
2015,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,5644,56044,5372,1605,14098,506,3297,34209,70,.,.,.,10546,104351,5948
2015,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,69002,617022,42453,13616,111321,4573,.,.,.,.,.,.,82618,728343,47026
2015,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,4103,40157,2961,6271,57952,1079,3255,41187,3,0,0,0,13629,139296,4043
2015,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,38449,378415,24121,24592,241298,4330,136,1037,1,0,0,0,63177,620750,28452
2015,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,92855,613935,108257,121215,783138,14922,127401,1017073,306,.,.,.,341471,2414146,123485
2015,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,21972,130806,24555,118755,873691,6377,0,0,0,0,0,0,140727,1004497,30932
2015,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,5219,42746,3615,8395,65910,972,14264,239397,2,.,.,.,27878,348053,4589
2015,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,39777,303406,30208,27424,323944,5368,16543,222601,49,.,.,.,83744,849951,35625
2015,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,147631.8,1137870,117666,67603,676218,11376,12286.7,133430,399,0,0,0,227521.5,1947518,129441
2015,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,3904,46102,3347,4830,57716,1061,6717,91793,14,.,.,.,15451,195611,4422
2015,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,9234.5,73591,10509,9672.2,99188,1321,8840.9,104679,17,.,.,.,27747.6,277458,11847
2015,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,7045.1,39944,4275,2081.2,11305,320,0,0,0,.,.,.,9126.3,51249,4595
2015,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,18574.6,178967,15365,10161.3,113468,1317,.,.,.,.,.,.,28735.9,292435,16682
2015,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,68245,617341,39184,27151,244693,6351,4797,71359,5,0,0,0,100193,933393,45540
2015,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,689507,6138299,448402,359661,3956693,75307,368042,5296384,1883,0,0,0,1417210,15391376,525592
2015,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,538835,5356583,362339,303946,3552675,66288,288740,4510152,2322,0,0,0,1131521,13419410,430949
2015,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0,0,0,436,52886,59,354,59494,5,0,0,0,790,112380,64
2015,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,21037,197624,12480,11899,109078,2851,361,4511,1,0,0,0,33297,311213,15332
2015,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,1701968,13159754,1046989,1397635,12515204,126761,186410,2275533,3744,0,0,0,3286013,27950491,1177494
2015,814,Entergy Arkansas Inc,A,Bundled,O,AR,Investor Owned,MISO,816385.5,8016287,588065,530580.8,6254827,92310,473817.3,6888937,23794,12,113,1,1820795.6,21160164,704170
2015,814,Entergy Arkansas Inc,A,Bundled,O,TN,Investor Owned,MISO,2.6,21,2,4,28,3,2.4,15,3,.,.,.,9,64,8
2015,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,74693.5,725697,49887,15620.6,165861,3623,12260,237560,25,0,0,0,102574.1,1129118,53535
2015,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,5529.5,57357,4032,2452.6,29934,482,0,0,0,0,0,0,7982.1,87291,4514
2015,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,776.1,8099,971,744.6,7797,159,.,.,.,.,.,.,1520.7,15896,1130
2015,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,5742.8,40599,3708,2674.6,25866,424,.,.,.,.,.,.,8417.4,66465,4132
2015,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,7170,85989,10242,6801,73978,1603,.,.,.,.,.,.,13971,159967,11845
2015,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,2503,22473,1978,4192,43909,1021,.,.,.,.,.,.,6695,66382,2999
2015,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,1318,9890,1019,620,5707,84,63,202,58,.,.,.,2001,15799,1161
2015,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,3460,23599,2337,1482,13616,192,1842,26160,139,.,.,.,6784,63375,2668
2015,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,61146,634055,37324,32049,309171,6757,9337,136097,9,0,0,0,102532,1079323,44090
2015,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,15927,160513,10927,16440,155668,2291,17848,294567,9,0,0,0,50215,610748,13227
2015,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,645081.2,3746932,420486,192270.5,1280683,44252,10626.6,91982,525,0,0,0,847978.3,5119597,465263
2015,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,45104.2,575397,60219,166440.5,2870915,19923,30338.8,683093,378,.,.,.,241883.5,4129405,80520
2015,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,3268,39220,3797,4178,56671,819,610,11457,1,.,.,.,8056,107348,4617
2015,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,153672,4875894,501646,105869,2161597,1942,8274,116372,6,0,0,0,267815,7153863,503594
2015,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,233730,2091290,215158,131906,1387034,1276,111140,2659952,144,1767,25100,1,478543,6163376,216579
2015,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,2229,24543,1904,2713.3,29200,847,262.8,2904,1,.,.,.,5205.1,56647,2752
2015,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,4981,63249,6270,2790.1,27319,995,27250.1,354040,136,.,.,.,35021.2,444608,7401
2015,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,4162.7,37319,3835,1933.3,18853,402,744,8105,23,.,.,.,6840,64277,4260
2015,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,10286,75710,10531,14367,133465,1796,9747,126506,1,.,.,.,34400,335681,12328
2015,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,467608.6,4350651,403754,553320.9,5653762,49023,187166.4,2820488,121,.,.,.,1208095.9,12824901,452898
2015,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,828,10774,1194,318,4188,298,1782,44646,46,.,.,.,2928,59608,1538
2015,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,6311.5,46754,4047,2805,21330,473,2859.6,30406,1,.,.,.,11976.1,98490,4521
2015,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,11037,82782,14378,17053,82022,1816,10779,92557,32,.,.,.,38869,257361,16226
2015,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,16999,125025,11860,6081,52619,782,.,.,.,.,.,.,23080,177644,12642
2015,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,664.9,5838,541,387,3610,145,1431.1,14574,71,.,.,.,2483,24022,757
2015,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,2245.1,15813,1685,1952.8,14633,233,.,.,.,.,.,.,4197.9,30446,1918
2015,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,102459,907911,64778,43977,459604,6797,.,.,.,.,.,.,146436,1367515,71575
2015,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,1273616,8990790,838110,365802,2815602,66355,17603,150335,3096,0,0,0,1657021,11956727,907561
2015,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,175050,3607362,294824,360954,13316813,52856,28047,1127397,2521,2082,295995,3,566133,18347567,350204
2015,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,3119.7,24611,3429,4472.5,41554,771,20011.9,174497,4704,.,.,.,27604.1,240662,8904
2015,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,43836,434439,29099,13743,127941,4731,1548,19123,62,.,.,.,59127,581503,33892
2015,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,2599,31440,2848,2254,26428,922,136,1454,3,.,.,.,4989,59322,3773
2015,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,26763.1,178168,8398,20371.5,100662,2498,1278.3,12231,17,.,.,.,48412.9,291061,10913
2015,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,90363.5,570159,94960,55181.6,478479,14882,2693.2,25503,27,0,0,0,148238.3,1074141,109869
2015,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,393.8,6370,20579,2.8,44,4378,4270.5,214384,181,.,.,.,4667.1,220798,25138
2015,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,4954.7,47131,7993,11162.7,131946,2955,11053.1,252307,21,.,.,.,27170.5,431384,10969
2015,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,1432,11666,1447,1193,10293,444,387,4011,7,.,.,.,3012,25970,1898
2015,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,13467.3,67831,10941,11435,55950,1125,2976.2,19340,11,.,.,.,27878.5,143121,12077
2015,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,378,3005,653,1865,15335,214,0,0,0,0,0,0,2243,18340,867
2015,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,3827.4,40809,3425,667,7302,512,3378.7,44769,185,0,0,0,7873.1,92880,4122
2015,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,1633.5,16525,1175,484.6,4776,142,.,.,.,.,.,.,2118.1,21301,1317
2015,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,25053.2,194127,17856,2810.8,27352,207,7937.2,109495,155,.,.,.,35801.2,330974,18218
2015,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,16796.8,161496,10397,3595.6,34043,931,500.7,6478,2,0,0,0,20893.1,202017,11330
2015,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,,1494.4,11466,1500,4415.1,38646,410,.,.,.,.,.,.,5909.5,50112,1910
2015,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,11298,112635,8445,4175.6,50081,1280,1075.2,15600,2,.,.,.,16548.8,178316,9727
2015,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,19943,155402,10700,4431,40704,647,16775,209570,9,.,.,.,41149,405676,11356
2015,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,17861,132963,10271,9086,69680,1450,8374,65575,286,.,.,.,35321,268218,12007
2015,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,9815.6,75043,5032,4914.9,42352,1445,1869.5,31558,4,.,.,.,16600,148953,6481
2015,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,WACM,.,.,.,.,.,.,63221,1082754,1,.,.,.,63221,1082754,1
2015,1307,Basin Electric Power Coop,A,Bundled,O,SD,Cooperative,WACM,.,.,.,420,3552,1,.,.,.,.,.,.,420,3552,1
2015,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,PACE,.,.,.,27,477,1,.,.,.,.,.,.,27,477,1
2015,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,12282.8,87780,9557,18276.4,156392,1336,19980.2,231971,11,.,.,.,50539.4,476143,10904
2015,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,15300,130252,17693,14434,129429,2233,5609,59129,130,.,.,.,35343,318810,20056
2015,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,46,150,64,.,.,.,.,.,.,.,.,.,46,150,64
2015,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,11493,68121,8819,940,9175,66,.,.,.,.,.,.,12433,77296,8885
2015,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,7571.5,44621,5114,1027,6695,405,157.8,1350,1,.,.,.,8756.3,52666,5520
2015,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,690.6,4297,397,539.3,3890,79,.,.,.,.,.,.,1229.9,8187,476
2015,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,6458,67896,5782,2511,26337,883,5325,69163,119,.,.,.,14294,163396,6784
2015,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,9865,87436,5747,4774,42071,874,5284,93161,29,.,.,.,19923,222668,6650
2015,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,59950,623165,38364,27522,417351,3393,.,.,.,.,.,.,87472,1040516,41757
2015,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,2070,16626,1815,1580,12202,469,1446,15043,33,.,.,.,5096,43871,2317
2015,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,34367.1,287921,19309,8304.2,76545,1367,10.8,90,15,.,.,.,42682.1,364556,20691
2015,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,5818,46101,3839,3897,39836,511,.,.,.,.,.,.,9715,85937,4350
2015,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,1393.8,15052,1516,511.8,4746,261,1179.3,14521,54,.,.,.,3084.9,34319,1831
2015,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,13310,113546,8488,7253,58852,1795,2468,27716,3,0,0,0,23031,200114,10286
2015,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,51402,665505,42375,34322,537373,7590,25334,535144,797,.,.,.,111058,1738022,50762
2015,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,13070.8,140309,12485,5628.8,71233,1693,3507,43058,21,.,.,.,22206.6,254600,14199
2015,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,2803,24136,1824,3717,33525,675,988,11684,1,0,0,0,7508,69345,2500
2015,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,21577,213190,17840,33312,428640,2787,.,.,.,.,.,.,54889,641830,20627
2015,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,9594,77697,8503,15468,145738,3701,2045,23850,708,.,.,.,27107,247285,12912
2015,1601,City of Beresford,A,Bundled,O,SD,Municipal,SWPP,1126,9217,917,543,4900,228,1355,14526,16,.,.,.,3024,28643,1161
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,0,0,0,12069,225791,1,0,0,0,12069,225791,1
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,10665,249984,4,0,0,0,10665,249984,4
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,5292,94746,1,0,0,0,5292,94746,1
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,750,9966,3,0,0,0,750,9966,3
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,0,0,0,2936,44879,3,0,0,0,2936,44879,3
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,4263,83515,4,0,0,0,4263,83515,4
2015,1611,"Linde Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,30221,611771,4,0,0,0,30221,611771,4
2015,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,164501,1265343,81095,32868,257821,9933,52566,698267,176,.,.,.,249935,2221431,91204
2015,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,17974,222899,12452,8416,132566,1467,13617,232321,1894,.,.,.,40007,587786,15813
2015,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,12288,115779,9265,19477,181689,1775,1422,17907,1,0,0,0,33187,315375,11041
2015,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,49,336,40,298,2103,30,1982,18000,1,.,.,.,2329,20439,71
2015,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,3952,28243,2983,2614,25248,450,5967,60391,274,.,.,.,12533,113882,3707
2015,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,BPAT,3904.9,36886,3118,2182.9,19805,584,.,.,.,.,.,.,6087.8,56691,3702
2015,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,BPAT,355.4,3367,266,70.2,592,30,.,.,.,.,.,.,425.6,3959,296
2015,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,18679,170067,11960,4380,41902,1083,1171,15666,10,.,.,.,24230,227635,13053
2015,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,7176.1,100217,4734,7201.1,104286,1784,18903.8,355766,2425,0,0,0,33281,560269,8943
2015,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,5714.6,48736,3235,2667.3,44542,382,3686.7,69865,4,.,.,.,12068.6,163143,3621
2015,1738,Bonneville Power Administration,A,Bundled,O,MT,Federal,BPAT,.,.,.,.,.,.,456,4499,1,.,.,.,456,4499,1
2015,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.,192,4718,1,.,.,.,.,.,.,192,4718,1
2015,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.,31221,799001,7,69725,5363482,2,.,.,.,100946,6162483,9
2015,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,54913.7,467377,27824,13953.7,113630,4007,9819.3,125063,19,.,.,.,78686.7,706070,31850
2015,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,4803.8,38367,3520,1978.4,16343,508,.,.,.,.,.,.,6782.2,54710,4028
2015,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,13757.6,105032,8366,3770.5,30428,1265,0,0,0,0,0,0,17528.1,135460,9631
2015,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,28589,287697,20385,11978,130999,3688,1540,25867,2,.,.,.,42107,444563,24075
2015,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,2315,17529,2189,4529.1,38763,534,0,0,0,0,0,0,6844.1,56292,2723
2015,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,30722.3,275495,20988,11741.8,106883,5538,1326.8,15855,2,.,.,.,43790.9,398233,26528
2015,1818,City of Blaine - (WA),A,Bundled,O,WA,Municipal,PSEI,1629,23615,2590,2791,36866,523,883,11697,13,0,0,0,5303,72178,3126
