|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Residential|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Commercial|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Industrial|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Transportation|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Total|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Residential|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Commercial|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Industrial|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Transportation|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Total|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Residential|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Commercial|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Industrial|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Transportation|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Total|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Residential|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Commercial|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Industrial|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Transportation|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Total|,|Program Costs.Customer Incentives (Thousand Dollars).Residential|,|Program Costs.Customer Incentives (Thousand Dollars).Commercial|,|Program Costs.Customer Incentives (Thousand Dollars).Industrial|,|Program Costs.Customer Incentives (Thousand Dollars).Transportation|,|Program Costs.Customer Incentives (Thousand Dollars).Total|,|Program Costs.All Other Costs (Thousand Dollars).Residential|,|Program Costs.All Other Costs (Thousand Dollars).Commercial|,|Program Costs.All Other Costs (Thousand Dollars).Industrial|,|Program Costs.All Other Costs (Thousand Dollars).Transportation|,|Program Costs.All Other Costs (Thousand Dollars).Total|,|DSM Program.Grid Connected.Water Heater|
2015,84,A & N Electric Coop,MD,36, , , ,36,1, , , ,1,0, , , ,0,0, , , ,0,1, , , ,1, , , , , , 
2015,84,A & N Electric Coop,VA,2440, , , ,2440,110, , , ,110,1.6, , , ,1.6,1.2, , , ,1.2, , , , , ,19, , , ,19, 
2015,97,Adams Electric Coop,IL,4257,67, , ,4324, , , , , ,4,4, , ,8,4, , , ,4,67, , , ,67,6, , , ,6,23
2015,108,Adams-Columbia Electric Coop,WI,4212, ,877, ,5089,1336, ,11572, ,12908,21.9, ,57, ,78.9,6.6, ,7.9, ,14.5, , , , , ,165, ,68, ,233,92
2015,189,PowerSouth Energy Cooperative,AL,15025,0,0,0,15025,0,0,0,0,0,13.1,0,0,0,13.1,13.1,0,0,0,13.1,0,0,0,0,0,896,0,0,0,896,1748
2015,195,Alabama Power Co,AL,3500,63,124, ,3687,283,2621,2229, ,5133,215.6,81,1370.8, ,1667.4,2,58.1,59.5, ,119.6,0,0,0, ,0,854,350,23683, ,24887, 
2015,213,Alaska Electric Light&Power Co,AK,2383,47,1, ,2431, , , , , ,5,13,9, ,27, ,13,9, ,22,65,1, , ,66,20, , , ,20,0
2015,295,City of Alexandria - (MN),MN,2789, , , ,2789, , , , , ,9, , , ,9,3.7, , , ,3.7,9, , , ,9,74, , , ,74,22
2015,329,"Allamakee-Clayton El Coop, Inc",IA,2655,163, , ,2818,0,0, , ,0,4.9,1.9, , ,6.8,1.4,0.5, , ,1.9,378,144, , ,522,106,40, , ,146, 
2015,407,Altamaha Electric Member Corp,GA, , ,199, ,199, , ,0, ,0, , ,12.6, ,12.6, , ,12.6, ,12.6, , ,0, ,0, , ,30, ,30, 
2015,590,City of Anaheim - (CA),CA, , , , , , , , , , ,0,5.9,3, ,8.9, , , , , , , , , , , , , , , , 
2015,733,Appalachian Power Co,VA,1859,0,5,0,1864,2,0,0,0,2,1,0,45.4,0,46.4,0.6,0,45.4,0,46,0,0,0,0,0,0,0,0,0,0, 
2015,733,Appalachian Power Co,WV,946,0,5,0,951,1,0,0,0,1,0.5,0,175.9,0,176.4,0.3,0,175.9,0,176.2,0,0,0,0,0,0,0,0,0,0, 
2015,803,Arizona Public Service Co,AZ,569751,164, , ,569915,690244,128680, , ,818924,157.6,25, , ,182.6,157.6,29.4, , ,187,0,0, , ,0,1791,0, , ,1791, 
2015,807,Arkansas Electric Coop Corp,AR, , ,9, ,9, , , , , , , ,628, ,628, , ,151, ,151, , ,27052, ,27052, , , , , , 
2015,814,Entergy Arkansas Inc,AR,26575, ,1180, ,27755, , , , , ,20.3, ,10.3, ,30.6,20.3, ,10.3, ,30.6,751, ,272, ,1023,3811, ,4078, ,7889, 
2015,828,City of Arlington - (MN),MN,444,33, , ,477, , , , , , , , , , , , , , , ,11,1, , ,12, , , , , , 
2015,963,Atlantic City Electric Co,NJ,46449, , , ,46449,188, , , ,188,47.1, , , ,47.1,47.1, , , ,47.1,145, , , ,145,1868, , , ,1868, 
2015,965,Atlantic Municipal Utilities,IA,325,24, , ,349,24,10, , ,34,0.5,0.1, , ,0.6,0.5,0.1, , ,0.6,8,1, , ,9,5,1, , ,6, 
2015,1009,City of Austin - (MN),MN,6392,2,1, ,6395,184,6,1100, ,1290,3.5,0.4,14, ,17.9,3.5,0.4,5.2, ,9.1,0,18,437, ,455, , , , , , 
2015,1015,Austin Energy,TX,122356,8500,2833, ,133689,7,1485,483, ,1975,57.7,43.9,13.9, ,115.5,33.6,30.2,10.4, ,74.2,924,88,29, ,1041,1084,651,217, ,1952,2409
2015,1062,BARC Electric Coop Inc,VA,250, , , ,250, , , , , , , , , , , , , , , , , , , , , , , , , , 
2015,1167,Baltimore Gas & Electric Co,MD,402443, , , ,402443,2230, , , ,2230,393.5, , , ,393.5,0, , , ,0,23677, , , ,23677,13291, , , ,13291, 
2015,1233,City of Barnesville - (MN),MN,852,60, , ,912,9, , , ,9,1, , , ,1,1, , , ,1,11, , , ,11,10, , , ,10, 
2015,1251,Barron Electric Coop,WI,5912,240, , ,6152, , , , , ,7.2,3.8, , ,11,2.8,1.5, , ,4.3,22,12, , ,34,111,58, , ,169, 
2015,1367,"Bayfield Electric Coop, Inc",WI,1693,6, , ,1699,171,0, , ,171,34,6, , ,40, , , , , ,12, , , ,12, , , , , ,0
2015,1529,"Beltrami Electric Coop, Inc",MN,7696,28,0,0,7724,4740,0,0,0,4740,220.2,4,0,0,224.2,39.7,4, , ,43.7,29,0,0,0,29,266,0,0,0,266,0
2015,1573,City of Benson - (MN),MN,970,35,0,0,1005, , , , , ,3.4,0.4,0,0,3.8,2.6,0.4,0,0,3,3, , , ,3,9, , , ,9, 
2015,1611,"Linde Energy Services, Inc.",PA,0,0,1,0,1,0,0,652,0,652,0,0,29.5,0,29.5,0,0,29.2,0,29.2,0,0,126,0,126,0,0,0,0,0, 
2015,1613,Berkeley Electric Coop Inc,SC,28335, , , ,28335,0, , , ,0,113.3, , , ,113.3,22.7, , , ,22.7,143, , , ,143,288, , , ,288, 
2015,1769,"Black Hills Electric Coop, Inc",SD,182,7,0,0,189, , , , , , , , , , , , , , , , , , , , , , , , , , 
2015,1883,Blue Earth Light & Water,MN,508, , , ,508,27, , , ,27,4, , , ,4,1, , , ,1,38, , , ,38, , , , , ,47
2015,2182,City of Breckenridge- (MN),MN,646,96, , ,742,1, , , ,1,1, , , ,1,1, , , ,1,8,62, , ,70,7,8, , ,15, 
2015,2192,Bremen Electric Light & Power Co,IN, , ,1, ,1, , , , , , , ,4.3, ,4.3, , ,3.5, ,3.5, , ,42, ,42, , , , , , 
2015,2599,Burt County Public Power Dist,NE, , ,341, ,341, , ,200, ,200, , ,18, ,18, , ,10, ,10, , , , , , , ,50, ,50, 
2015,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,6473,766,4, ,7243, , , , , ,2.6,0.4,1, ,4,1.8,0.2,0.5, ,2.5, , , , , , , , , , , 
