CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE
615955,UNION (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,88,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",128
615956,WABASH (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,78,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",129
615957,WAYNE (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,76,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",130
615958,WHITE (ZONE), ,02/19/2016,600,Strong Wind,49.00 kts., ,0,0,1000,0,IL,CST-6,MG,103076,Z,83,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",131
615959,WILLIAMSON (ZONE), ,02/19/2016,600,Strong Wind,45.00 kts., ,0,0,1000,0,IL,CST-6,MG,103076,Z,85,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",132
615960,JACKSON (ZONE), ,02/19/2016,600,High Wind,52.00 kts., ,0,0,1000,0,IL,CST-6,MG,103076,Z,84,PAH,0,0,ASOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",133
615941,ALEXANDER (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,92,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",134
615942,EDWARDS (ZONE), ,02/19/2016,600,Strong Wind,43.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,77,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",135
615943,FRANKLIN (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,81,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",136
615945,HAMILTON (ZONE), ,02/19/2016,600,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,103076,Z,82,PAH,0,0,AWOS, , , , , , , , ,02/19/2016,1300, , , , ,nan,"Strong south to southwest winds gusting up to 60 mph buffeted southern Illinois. The strongest measured wind gust was 60 mph at the Carbondale airport. Other measured peak gusts included 56 mph at the Carmi airport, 52 mph at the Marion airport, 49 mph at the Harrisburg airport, and 47 mph at the fire weather station in the Crab Orchard National Wildlife Refuge near Marion. In Saline County, a transformer and power lines were blown down at Raleigh. The cause of the strong winds was a strong pressure gradient between low pressure over the upper Mississippi Valley and high pressure over the Eastern seaboard.",137
