,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
0,737463,CHAMPAIGN (ZONE), ,01/01/2018,0,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,122171,Z,45,ILX,0,0,Official NWS Observations, , , , , , , , ,01/02/2018,1300, , , , ,"Temperatures well below zero continued through New Year's Day and into the early afternoon of January 2nd. This was the same cold outbreak the resulted in a fatality in Champaign on December 31, 2017. Temperatures ranged from -10 to -15 with wind chills of -20 to -25 degrees.","An Arctic cold front plunged through central Illinois on December 29, 2017...setting the stage for a prolonged period of extremely cold conditions from December 30, 2017 through January 2, 2018. The coldest temperatures occurred on the early morning of January 2 when readings bottomed out between -10F and -15F along and north of the I-74 corridor. Wind-chill values through the period generally ranged from -15F to -25F. As a result of the cold, two elderly women died of hypothermia. One woman passed away on December 30 in Peoria, while the other died on December 31 in Champaign.",3
1,737465,PEORIA (ZONE), ,01/01/2018,0,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,122171,Z,29,ILX,0,0,Official NWS Observations, , , , , , , , ,01/02/2018,1300, , , , ,"Temperatures well below zero continued through New Year's Day and into the early afternoon of January 2nd. This was the same cold outbreak the resulted in a fatality in Peoria on December 30, 2017. Temperatures ranged from -10 to -16 with wind chills of -15 to -25 degrees.","An Arctic cold front plunged through central Illinois on December 29, 2017...setting the stage for a prolonged period of extremely cold conditions from December 30, 2017 through January 2, 2018. The coldest temperatures occurred on the early morning of January 2 when readings bottomed out between -10F and -15F along and north of the I-74 corridor. Wind-chill values through the period generally ranged from -15F to -25F. As a result of the cold, two elderly women died of hypothermia. One woman passed away on December 30 in Peoria, while the other died on December 31 in Champaign.",4
2,731154,LEE (ZONE), ,01/01/2018,0,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,122150,Z,10,LOT,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Bitterly cold air spread across northern Illinois on January 1st & 2nd.  Wind chill values ranged from 30 below to 40 below zero during the morning of both January 1st & 2nd.  The lowest wind chill values reported included 42 below zero at Pontiac and 41 below zero at Peru, both on the morning of January 1st.  Low temperatures ranged from 5 below to 15 below zero both mornings.",5
3,731165,LA SALLE (ZONE), ,01/01/2018,0,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,122150,Z,19,LOT,0,0,AWOS, , , , , , , , ,01/01/2018,1200, , , , ,,"Bitterly cold air spread across northern Illinois on January 1st & 2nd.  Wind chill values ranged from 30 below to 40 below zero during the morning of both January 1st & 2nd.  The lowest wind chill values reported included 42 below zero at Pontiac and 41 below zero at Peru, both on the morning of January 1st.  Low temperatures ranged from 5 below to 15 below zero both mornings.",6
4,728428,ALEXANDER (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,92,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",7
5,728429,EDWARDS (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,77,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",8
6,728430,FRANKLIN (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,81,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",9
7,728431,GALLATIN (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,87,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",10
8,728432,HAMILTON (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,82,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",11
9,728433,HARDIN (ZONE), ,01/01/2018,100,Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,121694,Z,91,PAH,0,0,AWOS, , , , , , , , ,01/01/2018,1000, , , , ,,"Arctic high pressure over the central Plains brought bitterly cold temperatures and gusty northwest winds to start the new year. Wind chill indices from minus 10 to minus 19 were observed across southern Illinois during the early and mid-morning hours of the New Year's Day holiday. Actual air temperatures fell to around zero on New Year's morning, including a low of one below zero at the Carbondale airport. Winds gusted over 20 mph at times. Numerous water main breaks occurred during the arctic outbreak, including several in the city of Murphysboro. Warming centers were open to shelter homeless persons from the cold.",12
