,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
0,671056,FRANKLIN (ZONE), ,01/10/2017,800,Strong Wind,43.00, ,0,0,1000,0,IL,CST-6,MG,112521,Z,81,PAH,0,0,Public, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",39
1,671057,JACKSON (ZONE), ,01/10/2017,800,Strong Wind,49.00, ,0,0,1000,0,IL,CST-6,MG,112521,Z,84,PAH,0,0,ASOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",40
2,671058,JEFFERSON (ZONE), ,01/10/2017,800,Strong Wind,45.00, ,0,0,1000,0,IL,CST-6,MG,112521,Z,75,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",41
3,671068,HARDIN (ZONE), ,01/10/2017,800,Strong Wind,39.00, ,0,0,1000,0,IL,CST-6,EG,112521,Z,91,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",42
4,671070,PERRY (ZONE), ,01/10/2017,800,Strong Wind,39.00, ,0,0,1000,0,IL,CST-6,EG,112521,Z,80,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",43
5,671059,MASSAC (ZONE), ,01/10/2017,800,Strong Wind,37.00, ,0,0,1000,0,IL,CST-6,MG,112521,Z,94,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",44
6,671069,JOHNSON (ZONE), ,01/10/2017,800,Strong Wind,39.00, ,0,0,1000,0,IL,CST-6,EG,112521,Z,89,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",45
7,671072,PULASKI (ZONE), ,01/10/2017,800,Strong Wind,39.00, ,0,0,1000,0,IL,CST-6,EG,112521,Z,93,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",46
8,671060,POPE (ZONE), ,01/10/2017,800,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,112521,Z,90,PAH,0,0,Public, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",47
9,671061,SALINE (ZONE), ,01/10/2017,800,Strong Wind,42.00, ,0,0,1000,0,IL,CST-6,MG,112521,Z,86,PAH,0,0,AWOS, , , , , , , , ,01/10/2017,1600, , , , ,,"Strong south winds gusted from 40 to 56 mph across southern Illinois. A utility company reported power outages in the Marion-Carbondale area due to the wind. Some of the highest wind gusts at airport sites included 56 mph at the Carbondale airport, 52 mph at the Mount Vernon and Marion airports, 48 mph at the Harrisburg airport, and 46 mph at the Carmi airport. Gusts at other automated airport sites such as Cairo and Metropolis were 40 to 45 mph. A low pressure system over the central Plains moved northeast toward the Great Lakes region. A tight pressure gradient between this low and high pressure over the Carolinas resulted in strong south to southwest winds.",48
