,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
0,1155694,PERRY (ZONE), ,01/09/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188176,Z,80,PAH,0,0,AWOS, , , , , , , , ,01/10/2024,0, , , , ,,"A very strong surface low, which set a January record for lowest pressure observed at Evansville, IN, advanced northeastward from St Louis towards Chicago during the day on the 9th. A cold front pushed through the Quad State with gusty winds ahead of the front from the south and behind the front from the west. Winds were gusty from the early afternoon through the evening, with the strongest gusts around 35-45 mph generally occurring during the mid-afternoon hours in SW Illinois. The strongest measured gust in Southern Illinois was 43 mph at the Carbondale ASOS.",48
1,1155695,JACKSON (ZONE), ,01/09/2024,1400,Strong Wind,37.00, ,0,0,1000,0,IL,CST-6,MG,188176,Z,84,PAH,0,0,ASOS, , , , , , , , ,01/10/2024,0, , , , ,,"A very strong surface low, which set a January record for lowest pressure observed at Evansville, IN, advanced northeastward from St Louis towards Chicago during the day on the 9th. A cold front pushed through the Quad State with gusty winds ahead of the front from the south and behind the front from the west. Winds were gusty from the early afternoon through the evening, with the strongest gusts around 35-45 mph generally occurring during the mid-afternoon hours in SW Illinois. The strongest measured gust in Southern Illinois was 43 mph at the Carbondale ASOS.",49
2,1155696,UNION (ZONE), ,01/09/2024,1400,Strong Wind,37.00, ,0,0,1000,0,IL,CST-6,EG,188176,Z,88,PAH,0,0,AWOS, , , , , , , , ,01/10/2024,0, , , , ,,"A very strong surface low, which set a January record for lowest pressure observed at Evansville, IN, advanced northeastward from St Louis towards Chicago during the day on the 9th. A cold front pushed through the Quad State with gusty winds ahead of the front from the south and behind the front from the west. Winds were gusty from the early afternoon through the evening, with the strongest gusts around 35-45 mph generally occurring during the mid-afternoon hours in SW Illinois. The strongest measured gust in Southern Illinois was 43 mph at the Carbondale ASOS.",50
3,1155697,ALEXANDER (ZONE), ,01/09/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188176,Z,92,PAH,0,0,AWOS, , , , , , , , ,01/10/2024,0, , , , ,,"A very strong surface low, which set a January record for lowest pressure observed at Evansville, IN, advanced northeastward from St Louis towards Chicago during the day on the 9th. A cold front pushed through the Quad State with gusty winds ahead of the front from the south and behind the front from the west. Winds were gusty from the early afternoon through the evening, with the strongest gusts around 35-45 mph generally occurring during the mid-afternoon hours in SW Illinois. The strongest measured gust in Southern Illinois was 43 mph at the Carbondale ASOS.",51
4,1150473,CENTRAL COOK COUNTY (ZONE), ,01/12/2024,804,High Wind,50.00, ,0,0,0,0,IL,CST-6,MG,187328,Z,104,LOT,0,0,Mesonet, , , , , , , , ,01/12/2024,804, , , , ,A wind gust to 58 mph was measured at the Montrose Harbor Light.,"A strong double-barreled low pressure system brought two waves of accumulating snow to the region beginning during the early morning hours of January 12th through late morning then again later that evening through the early morning of January 13th.  The first wave of snow was very heavy and wet and combined with winds gusting as high as 55 mph which brought down tree limbs and power lines.  Nearly 100,000 customers lost power at the height of the snow and high winds on the morning of the 12th.  A wind gust to 58 mph was measured in Montrose Harbor in Chicago and a wind gust to 55 mph was measured at O'Hare Airport.  Power lines were blown down across railroad tracks, halting rail traffic near Route 22 and Route 59 in Barrington.  The snow changed to mainly rain for areas southeast of Interstate 55 during the afternoon of the 12th and then another period of snow moved across the area during the evening of the 12th.||A 44 year old man was found unresponsive in a driveway on Brookside Glen Drive in Tinley Park while shoveling snow on January 12th and was taken to a local hospital where he was pronounced dead.||Much colder air spread into the area on the 13th along with additional light snowfall, especially during the evening of the 13th causing significant blowing snow and low visibilities across much of northern Illinois and near blizzard conditions in open areas.  Winds gusted as high as 40 mph.||Total snowfall amounts of 8 to 12 inches fell across most of north central and northwest Illinois with an area of 12 to 14 inches in far northern Illinois near the Wisconsin state line.  Some of the highest storm total snowfall amounts reported included 13.6 inches near Bull Valley; 13.5 inches four miles northeast of Harvard; 13.3 inches in LaSalle; 13.1 inches near Timberlane; 12.0 inches in Long Lake; 11.6 inches near Hampshire; 11.1 inches in Capron; 10.5 inches three miles west of Elgin; 10.0 inches in Lake Villa; 9.7 inches near Palatine; 9.3 inches in DeKalb; 9.1 inches four miles northwest of Rockford; 9.0 inches near Amboy; 8.8 inches four miles southeast of West Chicago; 8.0 inches five miles southeast of Monee; 8.0 inches in Hoffman Estates; 7.7 inches in Peotone; 7.5 inches in Bourbonnais; 7.5 inches four miles southwest of Plainfield; 6.3 inches near Rockdale and 6.1 inches four miles northwest of Coal City.  Chicago O'Hare Airport measured 6.7 inches and Rockford Airport measured 7.3 inches.",87
5,1155745,ALEXANDER (ZONE), ,01/12/2024,1400,Strong Wind,38.00, ,0,0,1000,0,IL,CST-6,MG,188182,Z,92,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",88
6,1155746,PULASKI (ZONE), ,01/12/2024,1400,Strong Wind,36.00, ,0,0,1000,0,IL,CST-6,EG,188182,Z,93,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",89
7,1155747,EDWARDS (ZONE), ,01/12/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188182,Z,77,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",90
8,1155748,WABASH (ZONE), ,01/12/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188182,Z,78,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",91
9,1155749,HAMILTON (ZONE), ,01/12/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188182,Z,82,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",92
10,1155750,WHITE (ZONE), ,01/12/2024,1400,Strong Wind,36.00, ,0,0,1000,0,IL,CST-6,MG,188182,Z,83,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",93
11,1155751,SALINE (ZONE), ,01/12/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,MG,188182,Z,86,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",94
12,1155752,GALLATIN (ZONE), ,01/12/2024,1400,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,188182,Z,87,PAH,0,0,AWOS, , , , , , , , ,01/13/2024,0, , , , ,,"A rapidly deepening low pressure system, with one of the lowest pressure values to occur in January in this region, tracked from near St. Louis towards Chicago during the day on the 12th. Heavy rain and thunderstorms moved through Southern Illinois during the morning, with the stronger wind gusts following the heavy rain, primarily out of the west during the afternoon to evening hours. The strongest gust recorded in S. IL was 44 mph at the Cairo AWOS.",95
13,1155051,SCHUYLER (ZONE), ,01/13/2024,1800,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,188060,Z,40,ILX,0,0,COOP Observer, , , , , , , , ,01/16/2024,1200, , , , ,Brisk northwesterly winds in conjunction with air temperatures dipping below zero resulted in dangerously cold wind-chill values bottoming out at 25 below to 35 below zero at times.,"As a deepening area of low pressure lifted northeastward into the Great Lakes, strong northwesterly winds gusting over 40mph brought sharply colder air into central Illinois during the night of January 12th.  Temperatures plunged into the single digits above zero by the morning of January 13th, then didn't climb back into the teens until the afternoon of January 17th.  The coldest day during this period was January 14th when high temperatures remained below zero and overnight lows plummeted into the teens below zero everywhere north of the I-70 corridor.  Record cold high temperatures were established at many sites: including -5 at Peoria, -3 at Springfield, and -3 at Lincoln.  Winds were strongest immediately behind the departing system into January 13th, but remained a factor until air temperatures gradually warmed.  The resulting wind-chill values dropped as low as -25 to -35 at times, creating extremely dangerous conditions for anyone venturing outdoors.  An 85 year-old woman from Pekin in Tazewell County died on January 16th as a result of hypothermia.",115
14,1155052,SCOTT (ZONE), ,01/13/2024,1800,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,188060,Z,49,ILX,0,0,COOP Observer, , , , , , , , ,01/16/2024,1200, , , , ,Brisk northwesterly winds in conjunction with air temperatures dipping below zero resulted in dangerously cold wind-chill values bottoming out at 25 below to 35 below zero at times.,"As a deepening area of low pressure lifted northeastward into the Great Lakes, strong northwesterly winds gusting over 40mph brought sharply colder air into central Illinois during the night of January 12th.  Temperatures plunged into the single digits above zero by the morning of January 13th, then didn't climb back into the teens until the afternoon of January 17th.  The coldest day during this period was January 14th when high temperatures remained below zero and overnight lows plummeted into the teens below zero everywhere north of the I-70 corridor.  Record cold high temperatures were established at many sites: including -5 at Peoria, -3 at Springfield, and -3 at Lincoln.  Winds were strongest immediately behind the departing system into January 13th, but remained a factor until air temperatures gradually warmed.  The resulting wind-chill values dropped as low as -25 to -35 at times, creating extremely dangerous conditions for anyone venturing outdoors.  An 85 year-old woman from Pekin in Tazewell County died on January 16th as a result of hypothermia.",116
