,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
0,1078128,SANGAMON CO.,LANESVILLE,01/03/2023,1552,Tornado, ,EFU,0,0,0,0,IL,CST-6, ,177319,C,167,ILX,0,0,Trained Spotter, ,0.09,10,4,ENE,4,ENE,LANESVILLE,01/03/2023,1553,39.8744,-89.2868,39.8753,-89.2855,A trained spotter reported a brief tornado touchdown in an open field about 2 miles west-northwest of Illiopolis at 3:52 PM CST.  No damage occurred.,"An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",4
1,1078129,LOGAN CO.,LATHAM,01/03/2023,1605,Tornado, ,EFU,0,0,0,0,IL,CST-6, ,177319,C,107,ILX,0,0,Trained Spotter, ,0.03,10,3,SW,3,SW,LATHAM,01/03/2023,1606,39.9435,-89.2047,39.9437,-89.2042,A trained spotter reported a brief tornado touchdown in an open field about 3 miles southwest of Lathan at 4:05 PM CST.  No damage occurred.,"An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",5
2,1078130,MACON CO.,MAROA,01/03/2023,1633,Tornado, ,EF0,0,0,0,0,IL,CST-6, ,177319,C,115,ILX,0,0,Trained Spotter, ,0.32,25,4,WSW,3,WSW,MAROA,01/03/2023,1634,40.0109,-89.0144,40.0136,-89.0096,A tornado briefly touched down 3 miles southwest of Maroa along Bearsdale Road just north of School Road at 4:33 PM CST.  A power pole and irrigation unit were damaged.,"An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",7
3,1078133,MACON CO.,MAROA,01/03/2023,1635,Tornado, ,EF1,0,0,0,0,IL,CST-6, ,177319,C,115,ILX,0,0,NWS Storm Survey, ,0.88,75,1,WNW,1,NNW,MAROA,01/03/2023,1638,40.0373,-88.9714,40.0462,-88.9595,A tornado touched down just west of the intersection of US-51 and Washington Street west of Maroa at 4:35 PM CST.  The tornado destroyed a barn and tossed the remains of a grain bin across the highway.  A fence was also destroyed just east of US-51 near the end of North Sycamore Street.  The tornado dissipated just southwest of the Fourwinds RV dealership about 1 mile north-northwest of Maroa at 4:38 PM CST.,"An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",8
4,1078134,CHRISTIAN CO.,OSBERNVILLE,01/03/2023,1705,Tornado, ,EFU,0,0,0,0,IL,CST-6, ,177319,C,21,ILX,0,0,Law Enforcement, ,0.14,10,3,NNW,3,NNW,OSBERNVILLE,01/03/2023,1706,39.7852,-89.196,39.7866,-89.1942,"Law enforcement reported a brief tornado touchdown in an open field about 3 miles east-northeast of Mt, Auburn at 5:05 PM CST.  No damage occurred.","An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",9
5,1078144,MCLEAN CO.,TROSTER,01/03/2023,1738,Tornado, ,EF1,0,0,0,0,IL,CST-6, ,177319,C,113,ILX,0,0,NWS Storm Survey, ,0.46,25,0,W,0,NE,TROSTER,01/03/2023,1742,40.32,-88.481,40.324,-88.474,"A tornado touched down just southwest of a farmstead about 3 miles southeast of Bellflower at 5:38 PM CST.  The tornado moved northeastward, destroying a farm outbuilding and splattering dirt and grass on the east-facing side of a house.  Debris from the outbuilding was blown northeast for about one quarter of a mile.  The homeowner watched the tornado cross North 4100 East Road southwest of their property.  The tornado dissipated 3 miles east-southeast of Bellflower at 5:42 PM CST.","An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",13
6,1069825,FORD CO.,PROCTOR,01/03/2023,1756,Tornado, ,EF1,0,0,0,0,IL,CST-6, ,176200,C,53,LOT,0,0,NWS Storm Survey, ,2.9,25,2,ENE,3,ESE,GIBSON CITY,01/03/2023,1802,40.422,-88.367,40.449,-88.324,"A tornado occurred southeast of Gibson City on the evening of January 3rd. An NWS storm survey found that the tornado touched down just south of E 200N Rd on the south side of town between N 450E Rd and N 600E Rd at approximately 5:56 PM CST. Trekking northeastward near 30 mph, the tornado carved a path spanning 2.9 miles with a maximum width of 25 yards before lifting at 6:02 PM CST north of E 300N Rd just east of N 700E Rd. Along its path, the tornado damaged the roofs of two homes, one of which was also noted to have broken windows and a wooden post penetrating the roof. Additionally, there was significant damage to a lean-to style outbuilding as well as uprooted trees and downed power lines. The tornado was assigned an EF-1 rating with maximum wind speeds of 100 mph.","On the afternoon of January 3, a cluster of thunderstorms brought small hail, one inch in diameter or less, across parts of the Chicago metropolitan area, primarily the north and northwest suburbs. Late in the afternoon into the early evening, a second cluster of storms moving through central Illinois produced embedded supercells, one of which dropped an EF-1 tornado southeast of Gibson City.",14
7,1078182,MACON CO.,DECATUR,01/03/2023,1800,Tornado, ,EF1,0,0,0,0,IL,CST-6, ,177319,C,115,ILX,0,0,NWS Storm Survey, ,0.21,25,1,NE,2,NE,DECATUR,01/03/2023,1801,39.8643,-88.9289,39.8656,-88.9254,"A tornado touched down on the northeast side of Decatur at 6:00 PM CST.  The tornado tracked northeastward, causing damage to an abandoned bowling alley on North 22nd Street.  Several of the wall panels on the southeast side of the building were removed and blown to the northeast.  A trained spotter watched the tornado cross 22nd Street before lifting at 6:01 PM CST.","An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",15
8,1078195,MACON CO.,SANGAMON,01/03/2023,1805,Tornado, ,EF0,0,0,0,0,IL,CST-6, ,177319,C,115,ILX,0,0,NWS Storm Survey, ,1.12,20,3,W,3,WNW,SANGAMON,01/03/2023,1808,39.8822,-88.8946,39.8903,-88.8762,"A tornado touched down in a parking lot on the northeast side of Decatur at 6:05 PM CST.  It tracked northeastward through the southern and eastern parts of Richland Community College doing minor damage.  The tornado downed several trees, damaged a fence, and moved around multiple car parts on the north side of a building.  It continued northeastward, damaging several cedar trees on Christmas Tree Road before lifting just northeast of there in a forested area at 6:08 PM CST.","An area of low pressure tracking northeastward across Iowa pushed a cold front into central Illinois during the afternoon of January 3rd.  The arimass ahead of the front became moderately unstable thanks to surface temperatures climbing into the lower to middle 60s and dewpoints hovering near 60 degrees.  Given the instability and increasing amounts of deep-layer wind shear in association with a strong upper low approaching from the west, scattered supercell thunderstorms developed along the front during the afternoon.  The storms were primarily focused in a corridor from Springfield and Taylorville northeastward to near Champaign.  A total of 8 short-lived weak tornadoes touched down within this corridor, with the strongest tornadoes producing EF-1 damage near Maroa and in the Decatur area.",16
9,1066128,MASSAC CO.,HILLERMAN,01/12/2023,208,Tornado, ,EF0,0,0,15000,0,IL,CST-6, ,175630,C,127,PAH,0,0,NWS Storm Survey, ,1.3,100,1,E,1,SW,HILLERMAN,01/12/2023,210,37.23,-88.89,37.22,-88.91,"A weakening tornado crossed the Ohio River from McCracken County, Kentucky. About 50 percent of the metal roofing of a barn was blown off. A carport was destroyed. A shed was   heavily damaged. There was shutter and siding damage to a home. Some trees were damaged. The tornado dissipated near the small community of Hillerman.",An isolated weak tornado managed to cross the Ohio River into extreme southern Illinois during the early morning hours. Clusters of thunderstorms with transient linear structures occurred along a warm front that tracked northward across western Kentucky into the lower Ohio Valley. An isolated tornado threat existed due to modest instability as boundary layer dew points rose into the upper 50's to near 60 degrees.,17
