# CSV-File created with merge-csv.com
# -----------------------------------------------------------

EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
934017,EDWARDS (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,77,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",1
934018,WABASH (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,78,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",2
934019,PERRY (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,80,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",3
934020,JEFFERSON (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,75,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",4
934021,WAYNE (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,76,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",5
934022,FRANKLIN (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,81,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",6
934023,HAMILTON (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,82,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",7
934024,WHITE (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,83,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",8
934025,JACKSON (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,84,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",9
934026,WILLIAMSON (ZONE), ,01/01/2021,100,Winter Weather, , ,0,0,0,0,IL,CST-6, ,154588,Z,85,PAH,0,0,Trained Spotter, , , , , , , , ,01/01/2021,600, , , , ,"","Light accumulations of ice glazed elevated surfaces, such as trees and power lines. Icing of up to one-tenth inch was measured on flat surfaces. There was little impact on travel. The ice was mainly from the Marion and Carbondale area north and west. The precipitation occurred in association with a deep 500 mb low that moved north-northeast across Texas into the Plains.",10
