CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE
1006578,ALEXANDER (ZONE), ,02/16/2022,700,Strong Wind,35.00 kts., ,0,0,1000,0,IL,CST-6,EG,166424,Z,92,PAH,0,0,ASOS, , , , , , , , ,02/16/2022,1700, , , , ,nan,"South winds gusted as high as 40 to 55 mph across parts of southern Illinois, mainly west of Interstate 57. The peak measured gust in southern Illinois was 54 mph at the Carbondale airport. The strong winds occurred between a surface cold front over the central Plains and a strong high off the Carolina coast.",242
1006579,UNION (ZONE), ,02/16/2022,700,Strong Wind,35.00 kts., ,0,0,1000,0,IL,CST-6,EG,166424,Z,88,PAH,0,0,ASOS, , , , , , , , ,02/16/2022,1700, , , , ,nan,"South winds gusted as high as 40 to 55 mph across parts of southern Illinois, mainly west of Interstate 57. The peak measured gust in southern Illinois was 54 mph at the Carbondale airport. The strong winds occurred between a surface cold front over the central Plains and a strong high off the Carolina coast.",243
1006580,JACKSON (ZONE), ,02/16/2022,700,Strong Wind,47.00 kts., ,0,0,1000,0,IL,CST-6,MG,166424,Z,84,PAH,0,0,ASOS, , , , , , , , ,02/16/2022,1700, , , , ,nan,"South winds gusted as high as 40 to 55 mph across parts of southern Illinois, mainly west of Interstate 57. The peak measured gust in southern Illinois was 54 mph at the Carbondale airport. The strong winds occurred between a surface cold front over the central Plains and a strong high off the Carolina coast.",244
1006581,PERRY (ZONE), ,02/16/2022,700,Strong Wind,39.00 kts., ,0,0,1000,0,IL,CST-6,EG,166424,Z,80,PAH,0,0,ASOS, , , , , , , , ,02/16/2022,1700, , , , ,nan,"South winds gusted as high as 40 to 55 mph across parts of southern Illinois, mainly west of Interstate 57. The peak measured gust in southern Illinois was 54 mph at the Carbondale airport. The strong winds occurred between a surface cold front over the central Plains and a strong high off the Carolina coast.",245
1001966,ROCK ISLAND CO.,MOLINE,02/22/2022,254,Hail,0.75 in., ,0,0,0,0,IL,CST-6, ,165740,C,161,DVN,0,0,Public, , , ,1,S,1,S,MOLINE,02/22/2022,254,41.49,-90.52,41.49,-90.52,Dime size hail was reported through MPING.,"A few thunderstorms formed in the early morning hours February 22nd. Small hail was reported with many storms, and one storm in Rock Island County produced dime size hail.",313
1010627,KANE CO.,ELBURN,02/22/2022,544,Hail,0.88 in., ,0,0,0,0,IL,CST-6, ,165976,C,89,LOT,0,0,Social Media, , , ,0,N,0,N,ELBURN,02/22/2022,545,41.88,-88.47,41.88,-88.47,nan,"Warm air spread across the area along with heavy rain and thunderstorms during the early morning of February 22nd.  Some of the thunderstorms produced small hail.  A cold front then moved into northern Illinois bringing freezing rain to far northern Illinois.  The heavy rain caused localized flooding.||Ice accumulation amounts from the freezing rain included 0.15 inches in Woodstock; 0.10 inches at McCullom Lake, Towers Lake, near Lakewood and three miles northeast of Woodstock; 0.09 inches at Waukegan Airport; 0.05 inches at Rockford Airport and 0.01 inches at Chicago Executive Airport.",318
1010613,KANE CO.,ELGIN,02/22/2022,601,Hail,0.88 in., ,0,0,0,0,IL,CST-6, ,165976,C,89,LOT,0,0,Social Media, , , ,0,N,0,N,ELGIN,02/22/2022,602,42.04,-88.28,42.04,-88.28,nan,"Warm air spread across the area along with heavy rain and thunderstorms during the early morning of February 22nd.  Some of the thunderstorms produced small hail.  A cold front then moved into northern Illinois bringing freezing rain to far northern Illinois.  The heavy rain caused localized flooding.||Ice accumulation amounts from the freezing rain included 0.15 inches in Woodstock; 0.10 inches at McCullom Lake, Towers Lake, near Lakewood and three miles northeast of Woodstock; 0.09 inches at Waukegan Airport; 0.05 inches at Rockford Airport and 0.01 inches at Chicago Executive Airport.",323
1010621,COOK CO.,BARRINGTON,02/22/2022,617,Hail,0.88 in., ,0,0,0,0,IL,CST-6, ,165976,C,31,LOT,0,0,Social Media, , , ,2,S,2,S,BARRINGTON,02/22/2022,618,42.1211,-88.13,42.1211,-88.13,nan,"Warm air spread across the area along with heavy rain and thunderstorms during the early morning of February 22nd.  Some of the thunderstorms produced small hail.  A cold front then moved into northern Illinois bringing freezing rain to far northern Illinois.  The heavy rain caused localized flooding.||Ice accumulation amounts from the freezing rain included 0.15 inches in Woodstock; 0.10 inches at McCullom Lake, Towers Lake, near Lakewood and three miles northeast of Woodstock; 0.09 inches at Waukegan Airport; 0.05 inches at Rockford Airport and 0.01 inches at Chicago Executive Airport.",324
1016864,ROCK ISLAND CO.,(MLI) QUAD CITY ARPT,03/05/2022,2048,Thunderstorm Wind,56.00 kts., ,0,0,0,0,IL,CST-6,MG,168007,C,161,DVN,0,0,ASOS, , , ,1,E,1,E,(MLI) QUAD CITY ARPT,03/05/2022,2048,41.45,-90.5,41.45,-90.5,The ASOS at the Moline Quad Cities Airport measured a peak gust of 56 knots during the thunderstorm.,"Severe thunderstorms tracked across northwest Illinois  during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours, before crossing the Mississippi River into northwest Illinois during evening hours. Storms produced damaging winds and a tornado in northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. There was an EF-1 tornado northeast of Erie, Illinois.",14
1016865,MERCER CO.,ALEDO,03/05/2022,2050,Thunderstorm Wind,52.00 kts., ,0,0,0,0,IL,CST-6,MG,168007,C,131,DVN,0,0,Trained Spotter, , , ,1,W,1,W,ALEDO,03/05/2022,2050,41.2,-90.76,41.2,-90.76,A trained spotter reported a thunderstorm wind gust of 60 MPH.,"Severe thunderstorms tracked across northwest Illinois  during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours, before crossing the Mississippi River into northwest Illinois during evening hours. Storms produced damaging winds and a tornado in northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. There was an EF-1 tornado northeast of Erie, Illinois.",15
