,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
0,550212,COOK (ZONE), ,01/03/2015,1200,Cold/Wind Chill, , ,1,0,0,0,IL,CST-6, ,91802,Z,14,LOT,0,0,Newspaper, , , , , , , , ,01/03/2015,1200, , , , ,,A homeless man on the far south side of Chicago died on January 3rd.  The low temperature at O'Hare was 29��F.,2
1,550199,COOK (ZONE), ,01/05/2015,2035,Cold/Wind Chill, , ,1,0,0,0,IL,CST-6, ,91803,Z,14,LOT,0,0,Newspaper, , , , , , , , ,01/05/2015,2035, , , , ,An elderly man died in his garage from hypothermia due to cold exposure.,A swath of 4 to 7 inches of snow fell from eastern Iowa into east central Illinois.  Observers in LaSalle County reported snow totals of 5.5 to 6.5 inches.  High temperatures in the single digits and below zero lows resulted in at least one cold fatality in Cook County and one in Will County.  An elderly man and elderly woman both died from cold exposure while in their garages.  O'Hare reported a low temperature of -3��F on January 5th.,22
2,550215,WILL (ZONE), ,01/05/2015,2100,Cold/Wind Chill, , ,1,0,0,0,IL,CST-6, ,91803,Z,22,LOT,0,0,Newspaper, , , , , , , , ,01/05/2015,2100, , , , ,,A swath of 4 to 7 inches of snow fell from eastern Iowa into east central Illinois.  Observers in LaSalle County reported snow totals of 5.5 to 6.5 inches.  High temperatures in the single digits and below zero lows resulted in at least one cold fatality in Cook County and one in Will County.  An elderly man and elderly woman both died from cold exposure while in their garages.  O'Hare reported a low temperature of -3��F on January 5th.,23
3,550208,COOK (ZONE), ,01/07/2015,1415,Cold/Wind Chill, , ,1,0,0,0,IL,CST-6, ,91805,Z,14,LOT,0,0,Newspaper, , , , , , , , ,01/07/2015,1415, , , , ,,"An arctic airmass across the region brought single digit highs and below zero lows several days in a row in early January.  The coldest period was January 7th through 8th.  The low temperature at O'Hare on the 7th was -6��F with a high of 6��F.  On the 8th, the temperature fell to -8��F.  Wind chills that morning were also quite frigid with numerous sites reporting -20��F to around -30��F.  At least one cold death was reported in Cook County.  A homeless man was found dead in a portable toilet.",24
4,556016,KNOX (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,27,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across Knox County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",25
5,556019,MARSHALL (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,30,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across Marshall County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",26
6,556021,PEORIA (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,29,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across Peoria County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",27
7,556022,TAZEWELL (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,37,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across Tazewell County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",28
8,556023,MCLEAN (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,38,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across McLean County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",29
9,556017,STARK (ZONE), ,01/07/2015,2000,Extreme Cold/Wind Chill, , ,0,0,0,0,IL,CST-6, ,92766,Z,28,ILX,0,0,ASOS, , , , , , , , ,01/08/2015,800, , , , ,Dangerously cold wind-chill readings of -25 to -30F developed across Stark County during the early morning of January 8th.,"A bitterly cold airmass spilled into central Illinois behind a departing storm system on January 7th and 8th.  Actual air temperatures bottomed out between 0 and -10F during the early morning of January 8th.  Thanks to a continued northwesterly wind of 5 to 10 mph, wind-chill values dropped to between -25 and -30F along and north of a Galesburg...to Peoria...to Bloomington line.",30
