year,county,saifi,saidi,caidi,svi
2017,Adams,0.33781,45.18514,133.75711,0.28290
2017,Alexander,1.01196,373.42189,369.00730,0.92300
2017,Bond,0.54289,50.79236,93.55973,0.43350
2017,Boone,0.74236,159.88274,215.37049,0.41530
2017,Brown,0.15530,47.17493,303.75803,0.45540
2017,Bureau,0.63217,110.14242,174.22783,0.27210
2017,Calhoun,0.29759,88.89008,298.70270,0.03090
2017,Carroll,1.17803,190.85333,162.01111,0.14700
2017,Cass,0.15262,83.09019,544.42411,0.55320
2017,Champaign,0.25325,19.62003,77.47421,0.56050
2017,Christian,0.87811,82.27928,93.70029,0.18080
2017,Clark,0.69485,63.87023,91.91912,0.07100
2017,Clay,0.10545,21.70831,205.86639,0.39970
2017,Clinton,0.25463,27.90132,109.57467,0.13210
2017,Coles,0.10697,24.90472,232.81537,0.54070
2017,Cook,0.28551,41.93550,146.87728,0.80040
2017,Crawford,0.15646,53.49804,341.93246,0.41570
2017,Cumberland,0.06614,17.19416,259.96933,0.01750
2017,De Witt,1.17764,320.21455,271.91107,0.04390
2017,DeKalb,0.36229,43.14651,119.09381,0.49520
2017,Douglas,0.59150,55.56462,93.93792,0.53530
2017,DuPage,0.60516,81.24740,134.25881,0.21990
2017,Edgar,0.76974,85.49482,111.07041,0.25210
2017,Edwards,0.46540,56.41714,121.22222,0.23490
2017,Effingham,0.57498,49.34423,85.81858,0.21290
2017,Fayette,0.75353,139.94517,185.71948,0.47260
2017,Ford,0.50256,102.18510,203.32787,0.24280
2017,Franklin,1.05327,77.81075,73.87533,0.54710
2017,Fulton,0.40046,74.71832,186.57951,0.23300
2017,Gallatin,1.59071,230.69303,145.02563,0.48280
2017,Greene,0.54731,43.71923,79.88053,0.05440
2017,Grundy,0.32006,42.63739,133.21847,0.07990
2017,Hamilton,0.61940,73.39251,118.49004,0.31190
2017,Hancock,0.28957,64.79634,223.76964,0.08910
2017,Hardin,1.64555,267.29843,162.43716,0.30490
2017,Henderson,0.59746,131.73913,220.50000,0.02710
2017,Henry,0.36700,29.76756,81.11011,0.11680
2017,Iroquois,0.31311,38.10669,121.70379,0.38130
2017,Jackson,0.63496,109.98478,173.21627,0.78900
