|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2016,AK,219,Alaska Power and Telephone Co,AC,0.012,0.011,.,.,0.023,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.544,2.72,.,.,4.264,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.012,0.011,0,0,0.023,3,1,0,0,4,1.544,2.72,0,0,4.264
2016,AK,599,Anchorage Municipal Light and Power,AC,0.035,0.161,.,.,0.196,16,12,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.809,33.393,.,.,35.202,.,0.002,.,.,0.002,.,1,.,.,1,.,0.208,.,.,0.208,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.035,0.163,0,0,0.198,16,13,0,0,29,1.809,33.601,0,0,35.41
2016,AK,3522,Chugach Electric Assn Inc,AC,0.121,0.056,.,.,0.177,63,6,.,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.008,.,.,0.008,.,3,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.121,0.064,0,0,0.185,63,9,0,0,72,0,0,0,0,0
2016,AK,4329,"Copper Valley Elec Assn, Inc",DC,0.035,0.025,.,.,0.06,7,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.013,0,.,.,0.013,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.035,0.025,0,0,0.06,7,1,0,0,8,0.013,0,0,0,0.013
2016,AK,7353,Golden Valley Elec Assn Inc,AC,0.401,0.183,0.043,.,0.627,98,20,4,.,122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.227,8.495,0,.,37.722,0.013,0.009,.,.,0.022,4,2,.,.,6,0.608,0,.,.,0.608,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.414,0.192,0.043,0,0.649,102,22,4,0,128,29.835,8.495,0,0,38.33
2016,AK,11824,Matanuska Electric Assn Inc,AC,0.167,0.017,0,0,0.184,42,4,0,0,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.048,0.016,0,0,0.064,17,4,0,0,21,.,.,.,.,0,0.027,0,0,0,0.027,5,0,0,0,5,.,.,.,.,0,0.242,0.033,0,0,0.275,64,8,0,0,72,0,0,0,0,0
2016,AK,16955,City of Seward - (AK),AC,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.1,.,0.1,.,.,1,.,1,.,.,12,.,12,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0,0.1,0,0.1,0,0,1,0,1,0,0,12,0,12
2016,AK,19558,Homer Electric Assn Inc,DC,0.153,0.031,0,0,0.184,52,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.278,5.321,0,0,63.599,0.108,0.015,0,0,0.123,31,4,0,0,35,9.665,3.579,0,0,13.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.046,0,0,0.307,83,11,0,0,94,67.943,8.9,0,0,76.843
2016,AL,3222,Central Alabama Electric Coop,DC,0.016,.,.,.,0.016,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.99,.,.,.,4.99,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.016,0,0,0,0.016,7,0,0,0,7,4.99,0,0,0,4.99
2016,AL,4430,"Covington Electric Coop, Inc",AC,0.008,0,0,0,0.008,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.008,3,0,0,0,3,0,0,0,0,0
2016,AL,17646,"Southern Pine Elec Coop, Inc",AC,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.016,0,0,0,0.016,3,0,0,0,3,0,0,0,0,0
2016,AL,30517,"Pioneer Electric Coop, Inc - (AL)",AC,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.015,0,0,0,0.015,2,0,0,0,2,0,0,0,0,0
2016,AR,814,Entergy Arkansas Inc,DC,0.89,0.43,.,.,1.32,160,28,.,.,188,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.002,0.058,.,.,0.06,1,4,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.892,0.488,0,0,1.38,161,32,0,0,193,0,0,0,0,0
2016,AR,817,Arkansas Valley Elec Coop Corp,AC,0.172,0.017,.,.,0.189,32,1,.,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.735,.,.,.,17.735,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.178,0.017,0,0,0.195,33,1,0,0,34,17.735,0,0,0,17.735
2016,AR,1586,City of Bentonville - (AR),AC,0.2,0.18,.,.,0.38,7,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.2,0.18,0,0,0.38,7,1,0,0,8,0,0,0,0,0
2016,AR,2678,C & L Electric Coop Corp,DC,0.03,.,.,.,0.03,6,.,.,.,6,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.03,0,0,0,0.03,6,0,0,0,6,0,0,0,0,0
2016,AR,3093,Carroll Electric Coop Corp - (AR),DC,0.714,.,.,.,0.714,121,.,.,.,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.016,.,.,.,0.016,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.73,0,0,0,0.73,124,0,0,0,124,0,0,0,0,0
2016,AR,4280,Conway Corporation,AC,0.023,.,.,.,0.023,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.023,0,0,0,0.023,8,0,0,0,8,0,0,0,0,0
2016,AR,5860,Empire District Electric Co,DC,0.016,.,.,.,0.016,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.301,.,.,.,2.301,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.016,0,0,0,0.016,2,0,0,0,2,2.301,0,0,0,2.301
2016,AR,6342,First Electric Coop Corp,AC,0.334,0,0,0,0.334,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0.344,56,0,0,0,56,0,0,0,0,0
2016,AR,8840,City of Hope,AC,0.025,.,.,.,0.025,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.025,0,0,0,0.025,3,0,0,0,3,0,0,0,0,0
2016,AR,9879,City Water and Light Plant,AC,0.01,.,.,.,0.01,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.01,0,0,0,0.01,2,0,0,0,2,0,0,0,0,0
2016,AR,13676,"North Arkansas Elec Coop, Inc",DC,0.288,.,.,.,0.288,41,.,.,.,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.008,.,.,.,0.008,5,.,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.296,0,0,0,0.296,46,0,0,0,46,0,0,0,0,0
2016,AR,13718,City of North Little Rock - (AR),AC,0.05,1.2,.,.,1.25,3,5,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.05,1.2,0,0,1.25,3,5,0,0,8,0,0,0,0,0
2016,AR,14063,Oklahoma Gas & Electric Co,AC,0.068,0.037,0,0,0.105,13,4,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.004,0.001,0,0,0.005,1,1,.,.,2,.,.,.,.,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,0,0.072,0.038,0,0,0.11,14,5,0,0,19,0,0,0,0,0
2016,AR,14289,Ozarks Electric Coop Corp - (AR),DC,0.647,0.009,.,.,0.656,98,1,.,.,99,.,.,.,.,0,12,.,.,.,12,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.002,0.009,.,.,0.011,1,1,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.649,0.018,0,0,0.667,99,2,0,0,101,0,0,0,0,0
2016,AR,14864,Petit Jean Electric Coop Corp,AC,0.046,.,.,.,0.046,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.049,0,0,0,0.049,8,0,0,0,8,0,0,0,0,0
2016,AR,15811,"Rich Mountain Elec Coop, Inc",AC,0.018,.,.,.,0.018,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.018,0,0,0,0.018,4,0,0,0,4,0,0,0,0,0
2016,AR,17184,City of Siloam Springs - (AR),DC,0.08,.,.,.,0.08,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.08,0,0,0,0.08,8,0,0,0,8,0,0,0,0,0
