<<<<<<<< HEAD:weather_records/weather_2020.csv
# CSV-File created with merge-csv.com
# -----------------------------------------------------------

========
>>>>>>>> 5c6b1596902f3847878bd16a15d55a1e3d065e4d:illinois_weather_data/weather_2020.csv
EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
869145,ALEXANDER CO.,CAIRO,01/02/2020,900,Flood, , ,0,0,0,0,IL,CST-6, ,144724,C,3,PAH,0,0,River/Stream Gage,Heavy Rain, , ,0,N,2,ESE,CAIRO,01/31/2020,2359,37,-89.18,36.9853,-89.145,"Moderate flooding occurred along the Ohio River. The river crested at 49.46 feet on the afternoon of the 16th at Cairo. Moderate flooding begins at 47 feet. Considerable flooding of low-lying woods, fields, and parkland persisted. The river flooding had little  impact on agricultural interests, since planting season begins in April.","The lowermost sections of the Ohio River near Cairo were above flood stage for nearly the entire month. The Ohio River remained above flood stage at Cairo into February.",1
869146,PULASKI CO.,OLMSTED,01/02/2020,1330,Flood, , ,0,0,0,0,IL,CST-6, ,144724,C,153,PAH,0,0,River/Stream Gage,Heavy Rain, , ,0,N,1,ESE,OLMSTED,01/30/2020,2300,37.18,-89.08,37.1753,-89.069,"Moderate flooding occurred along the Ohio River. The river crested at 43.80 feet on the evening of the 15th at the Olmsted gage. Moderate flooding begins at 42 feet. There was considerable flooding of low-lying fields and woods near the river.","The lowermost sections of the Ohio River near Cairo were above flood stage for nearly the entire month. The Ohio River remained above flood stage at Cairo into February.",2
873352,JO DAVIESS (ZONE), ,01/10/2020,1500,Winter Storm, , ,0,0,0,0,IL,CST-6, ,145459,Z,1,DVN,0,0,Trained Spotter, , , , , , , , ,01/11/2020,800, , , , ,"A trained spotter reported two tenths of an inch of freezing rain in Nora. The COOP Observer 3 miles north northeast of Stockton reported 1 inch of snow.","A strong winter storm system brought heavy precipitation of 1 to 2 inches to areas along and east of the Mississippi River January 10 into January 11.  Much of eastern Iowa and northwest Illinois saw a wintry mix of sleet, snow, freezing rain and freezing drizzle.  Slick roads were common, with several accidents reported throughout the region.  There were numerous reports of ice accumulations between a tenth and d a quarter inch.  Some trees were downed from the weight of the ice and numerous power outages were reported.  Snowfall amounts were generally around 1 inch in northwest Illinois.",3
873354,CARROLL (ZONE), ,01/10/2020,1500,Winter Storm, , ,0,0,0,0,IL,CST-6, ,145459,Z,7,DVN,0,0,Trained Spotter, , , , , , , , ,01/11/2020,800, , , , ,"A trained spotter reported two tenths of an inch of freezing rain.","A strong winter storm system brought heavy precipitation of 1 to 2 inches to areas along and east of the Mississippi River January 10 into January 11.  Much of eastern Iowa and northwest Illinois saw a wintry mix of sleet, snow, freezing rain and freezing drizzle.  Slick roads were common, with several accidents reported throughout the region.  There were numerous reports of ice accumulations between a tenth and d a quarter inch.  Some trees were downed from the weight of the ice and numerous power outages were reported.  Snowfall amounts were generally around 1 inch in northwest Illinois.",4
873355,STEPHENSON (ZONE), ,01/10/2020,1600,Winter Storm, , ,0,0,0,0,IL,CST-6, ,145459,Z,2,DVN,0,0,Trained Spotter, , , , , , , , ,01/11/2020,800, , , , ,"A trained spotter reports ranged from a tenth of an inch of freezing rain 3 miles southwest of Winneshiek to three tenths of inch 2 miles north of Freeport.","A strong winter storm system brought heavy precipitation of 1 to 2 inches to areas along and east of the Mississippi River January 10 into January 11.  Much of eastern Iowa and northwest Illinois saw a wintry mix of sleet, snow, freezing rain and freezing drizzle.  Slick roads were common, with several accidents reported throughout the region.  There were numerous reports of ice accumulations between a tenth and d a quarter inch.  Some trees were downed from the weight of the ice and numerous power outages were reported.  Snowfall amounts were generally around 1 inch in northwest Illinois.",5
871927,WINNEBAGO (ZONE), ,01/10/2020,1900,Ice Storm, , ,0,0,0,0,IL,CST-6, ,145212,Z,3,LOT,0,0,Trained Spotter, , , , , , , , ,01/11/2020,900, , , , ,"A quarter inch of ice was reported on trees in Winnebago, in Winnebago County with a thin layer of ice on pavement.","Heavy rain moved across parts of northern Illinois during the evening of January 10th and continued into the early morning of January 11th producing localized flooding.  Across parts of northwest Illinois, temperatures were cold enough for the rain to fall as freezing rain.  A quarter inch of ice was reported on trees in Winnebago, in Winnebago County with a thin layer of ice on pavement and a quarter inch of ice was measured at Rockford Airport.  Another area of light freezing rain moved across northwest Illinois during the afternoon of January 11th with a light glaze reported in many areas.  The precipitation switched to snow with a quick 1 to 2 inches of snow accumulation during the evening.",6
872582,KANKAKEE CO.,BONFIELD,01/10/2020,1900,Heavy Rain, , ,0,0,0,0,IL,CST-6, ,145212,C,91,LOT,0,0,Public, , , ,0,N,0,N,BONFIELD,01/11/2020,500,41.15,-88.05,41.15,-88.05,"Rainfall of 2.38 inches was reported.","Heavy rain moved across parts of northern Illinois during the evening of January 10th and continued into the early morning of January 11th producing localized flooding.  Across parts of northwest Illinois, temperatures were cold enough for the rain to fall as freezing rain.  A quarter inch of ice was reported on trees in Winnebago, in Winnebago County with a thin layer of ice on pavement and a quarter inch of ice was measured at Rockford Airport.  Another area of light freezing rain moved across northwest Illinois during the afternoon of January 11th with a light glaze reported in many areas.  The precipitation switched to snow with a quick 1 to 2 inches of snow accumulation during the evening.",7
872601,COOK CO.,PARK FOREST,01/10/2020,2000,Heavy Rain, , ,0,0,0,0,IL,CST-6, ,145212,C,31,LOT,0,0,Trained Spotter, , , ,0,N,0,N,PARK FOREST,01/11/2020,700,41.48,-87.68,41.48,-87.68,"Rainfall of 2.01 inches was reported.","Heavy rain moved across parts of northern Illinois during the evening of January 10th and continued into the early morning of January 11th producing localized flooding.  Across parts of northwest Illinois, temperatures were cold enough for the rain to fall as freezing rain.  A quarter inch of ice was reported on trees in Winnebago, in Winnebago County with a thin layer of ice on pavement and a quarter inch of ice was measured at Rockford Airport.  Another area of light freezing rain moved across northwest Illinois during the afternoon of January 11th with a light glaze reported in many areas.  The precipitation switched to snow with a quick 1 to 2 inches of snow accumulation during the evening.",8
869068,ALEXANDER (ZONE), ,01/10/2020,2200,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,144300,Z,92,PAH,0,0,AWOS, , , , , , , , ,01/11/2020,300, , , , ,"","An unseasonably strong storm system impacted the region January 10-11. Heavy rainfall, flooding, isolated damaging winds, a brief tornado, and gusty non-thunderstorm winds impacted southern Illinois during this time. The bulk of the event occurred overnight and into the morning hours on the 11th. Rainfall totals ranged from 2 to 5 inches, which resulted in widespread areal flooding and isolated flash flooding across the region. Smaller rivers such as the Little Wabash and the Skillet Fork went into moderate to major flooding. Strong to severe convection over the Ozark Mountains moved east into an environment of very strong wind shear over southeast Missouri, with 850 mb winds near 60 knots. Tremendous wind shear (winds of 50 knots down to 1500 feet above ground level) and strong forcing associated with a potent 500 mb shortwave compensated for weak instability. The convection weakened after it crossed the Mississippi River during the early morning hours. Some of the strong winds aloft reached the surface as gradient gusts from 40 to 49 mph, mainly along and south of a Carbondale to Harrisburg line. A weak surface low formed along a cold front over southwest Arkansas, then deepened as it tracked northeast across the Missouri Bootheel and into the lower Ohio Valley on the morning of the 11th.",9
869069,PULASKI (ZONE), ,01/10/2020,2200,Strong Wind,35.00, ,0,0,1000,0,IL,CST-6,EG,144300,Z,93,PAH,0,0,AWOS, , , , , , , , ,01/11/2020,300, , , , ,"","An unseasonably strong storm system impacted the region January 10-11. Heavy rainfall, flooding, isolated damaging winds, a brief tornado, and gusty non-thunderstorm winds impacted southern Illinois during this time. The bulk of the event occurred overnight and into the morning hours on the 11th. Rainfall totals ranged from 2 to 5 inches, which resulted in widespread areal flooding and isolated flash flooding across the region. Smaller rivers such as the Little Wabash and the Skillet Fork went into moderate to major flooding. Strong to severe convection over the Ozark Mountains moved east into an environment of very strong wind shear over southeast Missouri, with 850 mb winds near 60 knots. Tremendous wind shear (winds of 50 knots down to 1500 feet above ground level) and strong forcing associated with a potent 500 mb shortwave compensated for weak instability. The convection weakened after it crossed the Mississippi River during the early morning hours. Some of the strong winds aloft reached the surface as gradient gusts from 40 to 49 mph, mainly along and south of a Carbondale to Harrisburg line. A weak surface low formed along a cold front over southwest Arkansas, then deepened as it tracked northeast across the Missouri Bootheel and into the lower Ohio Valley on the morning of the 11th.",10
