   Data Year  Utility Number                           Utility Name         Ownership Short Form State BA Code Residential Commercial Industrial Transportation   Total |Residential.Number AMI-Advanced Metering Infrastructure| |Commercial.Number AMI-Advanced Metering Infrastructure| |Industrial.Number AMI-Advanced Metering Infrastructure| |Transportation.Number AMI-Advanced Metering Infrastructure| |Total.Number AMI-Advanced Metering Infrastructure| |Residential.Number Home Area Network| |Commercial.Number Home Area Network| |Industrial.Number Home Area Network| |Transportation.Number Home Area Network| |Total.Number Home Area Network| |Residential.Number Standard (non AMR/AMI) Meters| |Commercial.Number Standard (non AMR/AMI) Meters| |Industrial.Number Standard (non AMR/AMI) Meters| |Transportation.Number Standard (non AMR/AMI) Meters| |Total.Number Standard (non AMR/AMI) Meters| |Residential.Total Numbers of Meters| |Commercial.Total Numbers of Meters| |Industrial.Total Numbers of Meters| |Transportation.Total Numbers of Meters| |Total.Total Numbers of Meters| |Residential.Energy Served - AMI (MWh)| |Commercial.Energy Served - AMI (MWh)| |Industrial.Energy Served - AMI (MWh)| |Transportation.Energy Served - AMI (MWh)| |Total.Energy Served - AMI (MWh)| |Residential.Customers with Daily Digital Access| |Commercial.Customers with Daily Digital Access| |Industrial.Customers with Daily Digital Access| |Transportation.Customers with Daily Digital Access| |Total.Customers with Daily Digital Access| |Residential.Customers with Direct Load Control| |Commercial.Customers with Direct Load Control| |Industrial.Customers with Direct Load Control| |Transportation.Customers with Direct Load Control| |Total.Customers with Direct Load Control|
0       2019            97.0                    Adams Electric Coop       Cooperative        NaN    IL    MISO           .          .          .              .       .                                                    11,740                                                      225                                                        .                                                            .                                              11,965                                      .                                     .                                     .                                         .                                .                                                  .                                                 .                                                 .                                                     .                                            .                                11,740                                  225                                    .                                        .                          11,965                                 118,628                                 57,474                                      .                                          .                           176,102                                             8,706                                              225                                                .                                                    .                                       8,931                                            4,334                                               .                                               .                                                   .                                      4,334
1       2019           229.0                  City of Albany - (IL)         Municipal          Y    IL    MISO         437         17          0              0     454                                                         0                                                        0                                                        0                                                            0                                                   0                                      0                                     0                                     0                                         0                                0                                                  0                                                 0                                                 0                                                     0                                            0                                   437                                   17                                    0                                        0                             454                                       0                                      0                                      0                                          0                                 0                                                 0                                                0                                                0                                                    0                                           0                                                0                                               0                                               0                                                   0                                          0
2       2019           366.0                City of Allendale- (IL)         Municipal          Y    IL    MISO           0          .          .              .       0                                                         0                                                        .                                                        .                                                            .                                                   0                                      0                                     .                                     .                                         .                                0                                                239                                                20                                                 .                                                     .                                          259                                   239                                   20                                    .                                        .                             259                                       0                                      .                                      .                                          .                                 0                                                 0                                                .                                                .                                                    .                                           0                                                0                                               .                                               .                                                   .                                          0
3       2019           406.0                City of Altamont - (IL)         Municipal          Y    IL    MISO       1,348        168          0              .   1,516                                                         .                                                        .                                                        .                                                            .                                                   0                                      .                                     .                                     .                                         .                                .                                                  .                                                 3                                                24                                                     .                                           27                                 1,348                                  171                                   24                                        .                           1,543                                       .                                      .                                      .                                          .                                 .                                                 .                                                .                                                .                                                    .                                           .                                                .                                               .                                               .                                                   .                                          .
4       2019          1325.0                 City of Batavia - (IL)         Municipal        NaN    IL     PJM       4,200        200          2              .   4,402                                                         .                                                        .                                                        .                                                            .                                                   .                                      .                                     .                                     .                                         .                                .                                              5,400                                             1,215                                                35                                                     .                                        6,650                                 9,600                                1,415                                   37                                        .                          11,052                                       .                                      .                                      .                                          .                                 .                                                 .                                                .                                                .                                                    .                                           .                                                .                                               .                                               .                                                   .                                          .
5       2019          1648.0              Village of Bethany - (IL)         Municipal          Y    IL    MISO           0          0          0              0       0                                                         0                                                        0                                                        0                                                            0                                                   0                                      0                                     0                                     0                                         0                                0                                                615                                                78                                                 0                                                     0                                          693                                   615                                   78                                    0                                        0                             693                                       .                                      .                                      .                                          .                                 .                                                 .                                                .                                                .                                                    .                                           .                                                .                                               .                                               .                                                   .                                          .
6       2019          2188.0                  City of Breese - (IL)         Municipal          Y    IL    MISO       2,058        279          .              .   2,337                                                         .                                                        .                                                        .                                                            .                                                   .                                      .                                     .                                     .                                         .                                .                                                  .                                                19                                                 .                                                     .                                           19                                 2,058                                  298                                    .                                        .                           2,356                                       .                                      .                                      .                                          .                                 .                                                 .                                                .                                                .                                                    .                                           .                                                .                                               .                                               .                                                   .                                          .
7       2019          2634.0                City of Bushnell - (IL)         Municipal          Y    IL    MISO           .          .          .              .       .                                                         .                                                        .                                                        .                                                            .                                                   .                                      .                                     .                                     .                                         .                                .                                              1,356                                               232                                                 9                                                     .                                        1,597                                 1,356                                  232                                    9                                        .                           1,597                                       .                                      .                                      .                                          .                                 .                                                 .                                                .                                                .                                                    .                                           .                                                .                                               .                                               .                                                   .                                          .
8       2019          2776.0           Cairo Public Utility Company         Municipal          Y    IL    MISO           0          0          1              0       1                                                         0                                                        0                                                        0                                                            0                                                   0                                      0                                     0                                     0                                         0                                0                                                887                                               315                                                 0                                                     0                                        1,202                                   887                                  315                                    1                                        0                           1,203                                       .                                      .                                      .                                          .                                 .                                                 0                                                0                                                0                                                    0                                           0                                                0                                               0                                               0                                                   0                                          0
9       2019          3037.0                 City of Carlyle - (IL)         Municipal          Y    IL    MISO           .          .          .              .       .                                                     1,761                                                      301                                                        .                                                            .                                               2,062                                      .                                     .                                     .                                         .                                .                                                  0                                                 0                                                 .                                                     .                                            0                                 1,761                                  301                                    .                                        .                           2,062                                  15,162                                 17,262                                      .                                          .                            32,424                                                 0                                                0                                                .                                                    .                                           0                                                0                                               0                                               .                                                   .                                          0
10      2019          3040.0                   City of Carmi - (IL)         Municipal          Y    IL    MISO           0          0          0              0       0                                                         0                                                        0                                                        0                                                            0                                                   0                                      .                                     0                                     0                                         0                                0                                              2,505                                               596                                                 4                                                     0                                        3,105                                 2,505                                  596                                    4                                        0                           3,105                                       0                                      0                                      .                                          0                                 0                                                 0                                                0                                                0                                                    0                                           0                                                0                                               0                                               0                                                   0                                          0
